city	state_id	lat	lng	density	timezone
King and Queen Court House	VA	37.6683	-76.8781	28	America/New_York
Hedrick	IN	40.3031	-87.4924	39.8	America/Indiana/Indianapolis
Viola	ID	46.8389	-117.0189	34	America/Los_Angeles
Alfred	TX	27.8742	-97.9799	27	America/Chicago
Tradesville	SC	34.7705	-80.5487	17	America/New_York
Panola	OK	34.9273	-95.2099	30	America/Chicago
Shell	WY	44.5346	-107.7844	30	America/Denver
Luke	MD	39.4766	-79.0593	542.1	America/New_York
Bentley	OK	34.2174	-96.0797	9.7	America/Chicago
Los Cerrillos	NM	35.4272	-106.1212	10	America/Denver
Marietta	TX	33.1735	-94.5425	60	America/Chicago
Costilla	NM	36.9786	-105.5353	11	America/Denver
Chuathbaluk	AK	61.5746	-159.2489	7	America/Anchorage
Chelsea	WI	45.2927	-90.3054	74	America/Chicago
Fort Ransom	ND	46.5244	-97.931	85.3	America/Chicago
Grace City	ND	47.5513	-98.8039	49.1	America/Chicago
Oklaunion	TX	34.1294	-99.1443	76	America/Chicago
Vail	PA	40.7011	-78.2139	101.5	America/New_York
Henry	NE	41.998	-104.0461	104.6	America/Denver
Landess	IN	40.6126	-85.5592	24	America/Indiana/Indianapolis
Big Arm	MT	47.7936	-114.2701	6	America/Denver
South Lead Hill	AR	36.3956	-92.9063	14.8	America/Chicago
Allport	AR	34.5399	-91.7839	28.5	America/Chicago
Fair Oaks	OK	36.1611	-95.691	6	America/Chicago
Camas	MT	47.6179	-114.6561	62	America/Denver
Silver Star	MT	45.6875	-112.285	74	America/Denver
Burnt Prairie	IL	38.2509	-88.2585	38.4	America/Chicago
Mount Moriah	MO	40.3293	-93.7971	33	America/Chicago
Rockingham	GA	31.5441	-82.4145	29	America/New_York
Wilburn	AR	35.5087	-91.8884	34	America/Chicago
Blackburn	OK	36.3731	-96.5965	132.7	America/Chicago
Powhattan	KS	39.7619	-95.6342	46	America/Chicago
Emington	IL	40.9693	-88.3578	90.8	America/Chicago
Petronila	TX	27.6713	-97.6322	18	America/Chicago
Siasconset	MA	41.2636	-69.9718	16	America/New_York
Antimony	UT	38.103	-111.9823	3	America/Denver
Pattison	MS	31.8908	-90.8839	30	America/Chicago
Slate Springs	MS	33.7417	-89.3752	24	America/Chicago
Lund	NV	38.8642	-115.0099	17	America/Los_Angeles
Jackson Junction	IA	43.1014	-92.0462	5	America/Chicago
Wardsboro	VT	43.0435	-72.7889	101.3	America/New_York
Woodlawn Heights	IN	40.1184	-85.6968	522.2	America/Indiana/Indianapolis
Warwick	ND	47.8547	-98.7056	52	America/Chicago
Cornucopia	WI	46.8566	-91.1082	15	America/Chicago
Steinauer	NE	40.2073	-96.2329	27.6	America/Chicago
Rulo	NE	40.0518	-95.4301	54	America/Chicago
Golva	ND	46.7347	-103.9829	59.4	America/Denver
Nondalton	AK	59.9711	-154.8627	5	America/Anchorage
Alleene	AR	33.7648	-94.2622	15	America/Chicago
Casmalia	CA	34.8378	-120.5309	137.1	America/Los_Angeles
Beaver	AK	66.383	-147.3219	0.3	America/Anchorage
Englewood	KS	37.0405	-99.9876	30	America/Chicago
Tennessee	IL	40.4114	-90.8363	79	America/Chicago
Butte	ND	47.837	-100.6658	84	America/Chicago
Filley	NE	40.2851	-96.5339	119.5	America/Chicago
Lithium	MO	37.8322	-89.8832	44	America/Chicago
Lucien	OK	36.2747	-97.4551	62	America/Chicago
Hungerford	TX	29.404	-96.0837	18	America/Chicago
Vernonburg	GA	31.9637	-81.1259	84	America/New_York
Blodgett Landing	NH	43.3757	-72.0392	30.4	America/New_York
Maverick Mountain	MT	45.4182	-113.1109	18	America/Denver
La Grande	WA	46.8199	-122.2962	7	America/Los_Angeles
Silver Gate	MT	45.0198	-109.9829	7	America/Denver
Furnace Creek	CA	36.4277	-116.8747	0	America/Los_Angeles
El Dara	IL	39.6227	-90.9917	33	America/Chicago
Long Barn	CA	38.0957	-120.1285	11	America/Los_Angeles
Smithville	OK	34.4689	-94.6461	31	America/Chicago
Garrison	MT	46.5259	-112.8205	3	America/Denver
Proctor	TX	31.9867	-98.4304	82	America/Chicago
Ozan	AR	33.848	-93.7203	78.9	America/Chicago
Reubens	ID	46.3229	-116.5429	66.7	America/Los_Angeles
Wingate	TX	32.0455	-100.104	15	America/Chicago
Orin	WY	42.6505	-105.1826	32	America/Denver
Cokedale	CO	37.1444	-104.6216	187.4	America/Denver
Vivian	SD	43.9273	-100.3011	19	America/Chicago
Opal	WY	41.768	-110.3242	85	America/Denver
New Bavaria	OH	41.2037	-84.1674	117.8	America/New_York
Toco	TX	33.6539	-95.6492	79.1	America/Chicago
Blandville	KY	36.9441	-88.9646	88.2	America/Chicago
Wiota	IA	41.4007	-94.8872	128.6	America/Chicago
Sanford	VA	37.9299	-75.662	11	America/New_York
Mooresville	AL	34.6257	-86.8802	78	America/Chicago
Whitharral	TX	33.7391	-102.3278	30	America/Chicago
Downey	IA	41.612	-91.3472	49	America/Chicago
North Westminster	VT	43.1219	-72.4554	70	America/New_York
West Chester	IA	41.34	-91.8169	164	America/Chicago
Crows Nest	IN	39.8566	-86.1691	78	America/Indiana/Indianapolis
Baileyville	PA	40.711	-77.9924	27	America/New_York
Climbing Hill	IA	42.3394	-96.0811	25	America/Chicago
Salesville	OH	39.9742	-81.3365	188.6	America/New_York
Lake City	CA	41.646	-120.2255	5	America/Los_Angeles
Hickory Valley	TN	35.155	-89.126	102.7	America/Chicago
Twin Lakes	OK	35.8679	-97.6653	84	America/Chicago
Pompeys Pillar	MT	45.9906	-107.9504	51.8	America/Denver
Hibernia	NJ	40.9423	-74.5011	15	America/New_York
Fowler	IL	40.0088	-91.2578	98.5	America/Chicago
Lake Henry	MN	45.462	-94.7965	150.2	America/Chicago
St. Clement	MO	39.2829	-91.2098	64.8	America/Chicago
Bingham	IL	39.1122	-89.2137	119.1	America/Chicago
Weeksville	MT	47.5309	-115.0083	11	America/Denver
Montpelier	ND	46.6987	-98.5884	52.1	America/Chicago
Maple City	MI	44.8556	-85.8573	76	America/Detroit
Stafford	OH	39.7124	-81.2766	88.9	America/New_York
Free Union	VA	38.1539	-78.5594	16	America/New_York
Montaqua	MT	45.5072	-108.9087	23	America/Denver
Bache	OK	34.8942	-95.6506	22.2	America/Chicago
Pine Grove	OR	45.1135	-121.3553	5	America/Los_Angeles
Valmy	NV	40.7908	-117.1266	18.6	America/Los_Angeles
Folsom	NM	36.8478	-103.9176	50	America/Denver
Strawn	IL	40.6537	-88.3999	64	America/Chicago
Quamba	MN	45.9155	-93.1752	46	America/Chicago
Rainsburg	PA	39.8956	-78.5174	97.4	America/New_York
Rozel	KS	38.1954	-99.4032	173.5	America/Chicago
Conway	MI	45.4188	-84.8634	77	America/Detroit
Hague	ND	46.0289	-99.9991	71.5	America/Chicago
Manchester	OK	36.9945	-98.0351	84.6	America/Chicago
Segundo	CO	37.1225	-104.7395	47	America/Denver
Gratz	KY	38.4719	-84.9471	75.1	America/New_York
Whiteside	MO	39.1842	-91.0168	61.1	America/Chicago
Turtle River	MN	47.5882	-94.7581	29	America/Chicago
Truxton	AZ	35.487	-113.5607	8	America/Phoenix
Mizpah	MN	47.9209	-94.2132	10	America/Chicago
Pawnee	TX	28.6483	-98.0083	6	America/Chicago
Strang	OK	36.4123	-95.1347	104.7	America/Chicago
Kendrick	OK	35.7853	-96.7755	131.7	America/Chicago
Pelkie	MI	46.8124	-88.6373	24	America/Detroit
Sciota	IL	40.5626	-90.748	68.4	America/Chicago
Couderay	WI	45.7976	-91.3005	33	America/Chicago
Blackey	KY	37.139	-82.9811	75	America/New_York
Edmonson	TX	34.2791	-101.8967	76	America/Chicago
Whipholt	MN	47.0436	-94.386	10	America/Chicago
Hamlin	KS	39.9156	-95.6275	42.4	America/Chicago
Niota	IL	40.6155	-91.288	62	America/Chicago
Prescott	OR	46.0487	-122.8879	120.2	America/Los_Angeles
Winstonville	MS	33.9123	-90.7528	205.4	America/Chicago
Ahmeek	MI	47.2985	-88.3971	267.9	America/Detroit
Ulmer	SC	33.0987	-81.208	11	America/New_York
Anvik	AK	62.6541	-160.214	3	America/Anchorage
Driscoll	ND	46.8427	-100.1439	56	America/Chicago
Byron	NE	40.0048	-97.7686	59.2	America/Chicago
East Rochester	OH	40.7495	-81.0401	77	America/New_York
Sylvanite	MT	48.7063	-115.8741	5	America/Denver
Big Pool	MD	39.6251	-78.0161	39.9	America/New_York
Basco	IL	40.3278	-91.1996	65.7	America/Chicago
Helvetia	WV	38.7058	-80.1993	17	America/New_York
Goff	KS	39.6641	-95.9317	107	America/Chicago
Burtrum	MN	45.8658	-94.6874	57	America/Chicago
Sylvester	TX	32.7221	-100.2507	36	America/Chicago
Reynolds	NE	40.0598	-97.3359	54.2	America/Chicago
Novice	TX	31.9872	-99.6253	67	America/Chicago
Graham	AL	33.4552	-85.323	5	America/Chicago
Williamstown	MO	40.2409	-91.7977	21	America/Chicago
Blue Springs	AL	31.6635	-85.5035	11	America/Chicago
Genola	MN	45.9653	-94.1129	61.7	America/Chicago
Pine Grove	WA	48.6501	-118.6839	66	America/Los_Angeles
Sierra City	CA	39.574	-120.6297	15	America/Los_Angeles
Goodmanville	CA	35.4348	-118.939	47	America/Los_Angeles
Encino	NM	34.6518	-105.4586	16	America/Denver
Keystone	WV	37.4158	-81.4463	80.5	America/New_York
Albion	OK	34.6622	-95.0993	98.5	America/Chicago
Douds	IA	40.8438	-92.0764	14	America/Chicago
Zeeland	ND	45.9731	-99.8325	81.2	America/Chicago
Edinburg	MO	40.0811	-93.6898	30	America/Chicago
New Trier	MN	44.6038	-92.9329	126.2	America/Chicago
West Kootenai	MT	48.9652	-115.2213	2	America/Denver
Moccasin	AZ	36.9099	-112.7546	42	America/Phoenix
Frisbee	MO	36.3516	-90.0299	40	America/Chicago
Lynndyl	UT	39.5085	-112.3933	10	America/Denver
Hessville	OH	41.4031	-83.243	46	America/New_York
Joes	CO	39.6559	-102.6786	15	America/Denver
Amanda Park	WA	47.4532	-123.9194	3	America/Los_Angeles
Watkins	IA	41.8931	-91.985	78	America/Chicago
Fox Lake	MT	47.6858	-104.6331	7	America/Denver
Celeryville	OH	41.0287	-82.7273	62	America/New_York
Ramona	KS	38.5979	-97.0637	202.7	America/Chicago
Burfordville	MO	37.3677	-89.8097	15.2	America/Chicago
Higden	AR	35.5667	-92.2049	66	America/Chicago
Prospect	TN	35.0219	-86.999	22	America/Chicago
Rossie	IA	43.0137	-95.1886	103.8	America/Chicago
Rose Farm	OH	39.7359	-82.0779	221.1	America/New_York
Patmos	AR	33.5112	-93.5679	41.9	America/Chicago
Speed	NC	35.9685	-77.4442	64.7	America/New_York
Chain-O-Lakes	MO	36.5341	-93.7244	320.9	America/Chicago
Blountsville	IN	40.0598	-85.2384	177.6	America/Indiana/Indianapolis
Kirby	WY	43.8033	-108.181	127	America/Denver
Naper	NE	42.9642	-99.097	88.8	America/Chicago
Taylors Island	MD	38.4734	-76.3128	7	America/New_York
Loco	OK	34.3297	-97.6807	150.4	America/Chicago
Trout	LA	31.6967	-92.1797	130.6	America/Chicago
Cullison	KS	37.6303	-98.9054	136	America/Chicago
Rose Hill	IL	39.1042	-88.1497	50	America/Chicago
Pronghorn	OR	44.1881	-121.1817	4	America/Los_Angeles
Learned	MS	32.1972	-90.5486	97	America/Chicago
Kilgore	NE	42.9391	-100.9573	71	America/Denver
Herbster	WI	46.8422	-91.2419	5	America/Chicago
Cyr	MT	47.0002	-114.5879	22	America/Denver
Ledyard	IA	43.4192	-94.1593	61	America/Chicago
White Earth	ND	48.3799	-102.7718	21	America/Chicago
Brock	NE	40.4804	-95.9601	102.2	America/Chicago
Pawleys Island	SC	33.4269	-79.1246	45	America/New_York
Springwater Colony	MT	46.4569	-109.7532	2	America/Denver
Happys Inn	MT	48.0638	-115.135	3	America/Denver
Duffield	VA	36.7196	-82.796	52	America/New_York
Gulkana	AK	62.2155	-145.4449	0	America/Anchorage
Blackgum	OK	35.6112	-94.99	48.6	America/Chicago
Mazie	OK	36.1425	-95.3303	14	America/Chicago
Pilot Point	AK	57.5585	-157.6798	19.7	America/Anchorage
Hoyt	OK	35.268	-95.3002	32	America/Chicago
Colon	NE	41.2981	-96.6069	144.6	America/Chicago
Whiteash	IL	37.7853	-88.9294	36	America/Chicago
Mammoth	WY	44.9733	-110.6931	40	America/Denver
Orient	WA	48.8637	-118.2059	73	America/Los_Angeles
Gardner	CO	37.7889	-105.1644	12	America/Denver
California	KY	38.9184	-84.2636	230.1	America/New_York
Junction	IL	37.7234	-88.2381	38	America/Chicago
Needham	AL	31.987	-88.3366	55	America/Chicago
Marseilles	OH	40.7011	-83.3924	86.2	America/New_York
Union Level	VA	36.7071	-78.2319	8	America/New_York
Triumph	IL	41.4994	-89.0199	142.8	America/Chicago
Whitmer	WV	38.8149	-79.5451	74	America/New_York
Toronto	IA	41.903	-90.8629	181.1	America/Chicago
Newburg	ND	48.7139	-100.9127	173.1	America/Chicago
Holt	MN	48.2929	-96.1945	31	America/Chicago
Maiden Rock	WI	44.5659	-92.3082	26	America/Chicago
Batesland	SD	43.1278	-102.1017	148.4	America/Denver
Olivet	SD	43.243	-97.6747	38.9	America/Chicago
Bear Grass	NC	35.7664	-77.129	75.9	America/New_York
Dutch Neck	NJ	39.4017	-75.2787	68	America/New_York
McLean	NE	42.3861	-97.4682	50.6	America/Chicago
Post Mountain	CA	40.416	-123.2316	2	America/Los_Angeles
Vining	IA	41.991	-92.3873	57	America/Chicago
Port Colden	NJ	40.7661	-74.9548	62	America/New_York
Round Top	TX	30.0639	-96.6957	32	America/Chicago
Coronaca	SC	34.2595	-82.0969	18	America/New_York
Donnybrook	ND	48.5077	-101.8868	45	America/Chicago
Whitewater	MO	37.2368	-89.7978	178.8	America/Chicago
Strandquist	MN	48.4894	-96.4479	82.7	America/Chicago
Fairfield	UT	40.2462	-112.0842	41.6	America/Denver
Nimmons	AR	36.3062	-90.0951	86.2	America/Chicago
Hendrix	OK	33.7753	-96.4072	79.4	America/Chicago
Parcoal	WV	38.4604	-80.3731	103.6	America/New_York
Blue Eye	AR	36.4966	-93.3977	97.3	America/Chicago
Hallett	OK	36.2319	-96.5679	33	America/Chicago
Flaming Gorge	UT	40.8889	-109.4751	13	America/Denver
Hazel Green	KY	37.7999	-83.4173	29	America/New_York
Roe	AR	34.6311	-91.3861	40.6	America/Chicago
Goodenow	IL	41.3922	-87.6397	120.5	America/Chicago
Kirk	CO	39.6127	-102.592	7	America/Denver
Clayville	RI	41.7734	-71.6854	18	America/New_York
Escudilla Bonita	NM	34.1122	-109.0231	2	America/Denver
Oto	IA	42.2821	-95.8944	83.4	America/Chicago
West Union	MN	45.7965	-95.0925	70	America/Chicago
Websters Crossing	NY	42.6662	-77.6367	38.1	America/New_York
Vining	KS	39.5674	-97.2937	14.6	America/Chicago
Cedar Springs	GA	31.1873	-85.0324	10	America/New_York
Lowes	KY	36.8828	-88.7706	45	America/Chicago
Goodyears Bar	CA	39.5459	-120.888	15	America/Los_Angeles
Mutual	OH	40.0795	-83.6368	160.2	America/New_York
McIntire	IA	43.436	-92.5936	30	America/Chicago
Woodlawn	AR	33.9668	-92.0452	13	America/Chicago
Collyer	KS	39.0372	-100.1184	92.8	America/Chicago
Strandburg	SD	45.0441	-96.7604	104.9	America/Chicago
Springlake	TX	34.2317	-102.3057	30	America/Chicago
Mercer	TN	35.4745	-89.0394	17	America/Chicago
Briarwood	ND	46.787	-96.7949	138	America/Chicago
Crozier	AZ	35.4227	-113.6487	29	America/Phoenix
Columbus	IL	39.9883	-91.1456	123.9	America/Chicago
Belmar	NE	41.3055	-101.9347	6	America/Denver
Sherwood	TN	35.0749	-85.9259	34	America/Chicago
Antioch	OH	39.661	-81.0669	76.1	America/New_York
Catarina	TX	28.3499	-99.6161	8	America/Chicago
Encino	TX	26.9364	-98.1152	4	America/Chicago
Bogota	TN	36.162	-89.439	12	America/Chicago
Lost Springs	KS	38.5665	-96.9658	32.5	America/Chicago
Raub	IN	40.7294	-87.4897	56.2	America/Indiana/Indianapolis
McKay	OR	45.4923	-118.6842	1	America/Los_Angeles
Green Valley	WI	44.7969	-88.2682	168.4	America/Chicago
Lawson	AR	33.1999	-92.4878	9	America/Chicago
Harman	WV	38.9211	-79.5245	132.3	America/New_York
Pekin	ND	47.7919	-98.3278	9.9	America/Chicago
Fittstown	OK	34.6091	-96.6405	28	America/Chicago
Salineño North	TX	26.5254	-99.0906	80	America/Chicago
Fontanelle	NE	41.5383	-96.4271	66.9	America/Chicago
Tightwad	MO	38.3096	-93.5466	30	America/Chicago
Rock Creek Park	CO	38.7011	-104.8347	70.6	America/Denver
Melvina	WI	43.8024	-90.7815	63	America/Chicago
Cave Spring	OK	35.7292	-94.7577	6	America/Chicago
Old Ripley	IL	38.8927	-89.5722	117.1	America/Chicago
Jacksonburg	WV	39.5304	-80.6404	20	America/New_York
Whippoorwill	OK	36.9123	-96.1288	153.2	America/Chicago
Numa	IA	40.6853	-92.9803	68	America/Chicago
Northwest Stanwood	WA	48.2624	-122.3501	42	America/Los_Angeles
Oberon	ND	47.9242	-99.2059	131	America/Chicago
Epping	ND	48.2817	-103.3579	53.8	America/Chicago
Richville	MN	46.506	-95.6263	30	America/Chicago
Fort Ripley	MN	46.169	-94.363	23	America/Chicago
Hope	AK	60.8924	-149.6352	1.1	America/Anchorage
Edmond	KS	39.6272	-99.8199	63	America/Chicago
Hayward	MO	36.3959	-89.6669	95.6	America/Chicago
Neskowin	OR	45.1208	-123.9766	21	America/Los_Angeles
Bejou	MN	47.4429	-95.9727	15.1	America/Chicago
Branchville	CT	41.268	-73.4433	227.6	America/New_York
Horseshoe Beach	FL	29.4495	-83.2821	65	America/New_York
Markham	WA	46.915	-123.9823	27	America/Los_Angeles
Daisy	AR	34.2349	-93.7405	26	America/Chicago
Kathryn	ND	46.6812	-97.9704	52	America/Chicago
Tebbetts	MO	38.6192	-91.9589	46	America/Chicago
Bartow	WV	38.5422	-79.7859	65	America/New_York
Maxatawny	PA	40.5413	-75.6919	60	America/New_York
Liberty	KS	37.1564	-95.5977	143.5	America/Chicago
Harrison City	PA	40.3547	-79.6502	412.8	America/New_York
Forestburg	SD	44.0212	-98.1032	56	America/Chicago
Pheba	MS	33.5835	-88.9494	14	America/Chicago
Mountain View	NM	32.2288	-107.7462	145.2	America/Denver
Redbird	OK	35.8871	-95.5873	35	America/Chicago
Spofford	TX	29.1733	-100.4112	20.7	America/Chicago
Cusick	WA	48.3333	-117.2944	59	America/Los_Angeles
Sleetmute	AK	61.6516	-157.1251	0	America/Anchorage
Tryon	NE	41.5584	-100.9536	25	America/Chicago
Andover	SD	45.4102	-97.9037	98.7	America/Chicago
Emison	IN	38.7992	-87.4604	19	America/Indiana/Vincennes
Tilleda	WI	44.8156	-88.9125	112	America/Chicago
Literberry	IL	39.8516	-90.1978	37	America/Chicago
Palo Verde	CA	33.4278	-114.7272	51	America/Los_Angeles
Skanee	MI	46.8789	-88.204	6	America/Detroit
Pascola	MO	36.2672	-89.8258	38.6	America/Chicago
De Witt	MO	39.3849	-93.2199	141.5	America/Chicago
Geyser	MT	47.2633	-110.4927	33	America/Denver
Knowlton	WI	44.7189	-89.6803	30	America/Chicago
Glen	MT	45.4789	-112.6918	5.7	America/Denver
Webster	PA	40.1878	-79.8489	51	America/New_York
Oreminea	PA	40.4033	-78.2546	35.8	America/New_York
Fairview	WY	42.6871	-110.9866	10	America/Denver
Greenwater	WA	47.1465	-121.632	20	America/Los_Angeles
Grass Ranch Colony	SD	43.65	-98.8836	27	America/Chicago
Apache Creek	NM	33.8486	-108.6141	3	America/Denver
Ward	CO	40.0722	-105.5139	55	America/Denver
New Elm Spring Colony	SD	43.4892	-97.8284	59	America/Chicago
Germantown	KY	38.6559	-83.9643	204.9	America/New_York
Lone Oak	GA	33.1723	-84.8173	47	America/New_York
Severance	KS	39.7668	-95.2492	40	America/Chicago
Morris Chapel	TN	35.3139	-88.3558	11	America/Chicago
Codell	KS	39.1954	-99.1702	39	America/Chicago
Sumner	OK	36.3182	-97.1179	34.1	America/Chicago
Big Foot Prairie	WI	42.4956	-88.5983	24.5	America/Chicago
Alix	AR	35.4219	-93.7289	61	America/Chicago
Sharon	GA	33.5601	-82.795	38	America/New_York
Altoona	FL	28.9681	-81.6482	66	America/New_York
Vermillion	KS	39.7183	-96.2659	101.8	America/Chicago
Washington	VA	38.7122	-78.1598	153.4	America/New_York
Willowbrook	KS	38.1012	-97.9919	33.8	America/Chicago
Martin	NE	41.2581	-101.7091	25.3	America/Denver
Pilsen	KS	38.4711	-97.0389	21	America/Chicago
Savonburg	KS	37.7489	-95.1428	75.5	America/Chicago
Dellrose	TN	35.1159	-86.8036	13	America/Chicago
Bon Air	AL	33.2621	-86.3319	22	America/Chicago
Sula	MT	45.8453	-113.9629	9	America/Denver
Holters Crossing	PA	40.9721	-77.7242	124.6	America/New_York
Eldorado	MD	38.5841	-75.7893	53.8	America/New_York
Simpson	KS	39.386	-97.934	51.1	America/Chicago
Wilburton Number Two	PA	40.8185	-76.3789	37	America/New_York
Raymer	CO	40.608	-103.8434	37	America/Denver
Munjor	KS	38.8089	-99.2674	12	America/Chicago
La Victoria	TX	26.3478	-98.6296	165.9	America/Chicago
Clifton Hill	MO	39.4387	-92.6642	83.3	America/Chicago
Equality	AL	32.7634	-86.106	5	America/Chicago
Marienthal	KS	38.4891	-101.22	14	America/Chicago
Emelle	AL	32.7287	-88.3165	33.8	America/Chicago
Gentry	MO	40.3326	-94.4233	81.2	America/Chicago
Monument	NM	32.6243	-103.2776	5	America/Denver
Marcelline	IL	40.1185	-91.3683	59	America/Chicago
Golconda	NV	40.9522	-117.4997	17	America/Los_Angeles
Rio Chiquito	NM	35.9949	-105.9069	27	America/Denver
Pinetown	NC	35.6111	-76.8558	28	America/New_York
Livonia	IN	38.5549	-86.2777	28	America/Indiana/Indianapolis
Millersburg	IL	41.2403	-90.8186	72.9	America/Chicago
Washita	OK	35.1043	-98.3414	51	America/Chicago
Old River	CA	35.2671	-119.1055	29	America/Los_Angeles
Aurora	KS	39.452	-97.53	86.1	America/Chicago
Continental Divide	NM	35.4329	-108.3358	12	America/Denver
Rivervale	AR	35.6759	-90.3445	4.6	America/Chicago
Perley	MN	47.1761	-96.8015	135.9	America/Chicago
La Salle	MN	44.0711	-94.5713	135.7	America/Chicago
Fishers Landing	NY	44.2772	-76.0088	65	America/New_York
Tennant	IA	41.5941	-95.445	40	America/Chicago
Acton	MT	45.929	-108.6788	21.5	America/Denver
Stonyford	CA	39.3695	-122.5438	20	America/Los_Angeles
El Morro Valley	NM	35.0362	-108.3225	2	America/Denver
Lindrith	NM	36.3173	-107.0459	7	America/Denver
Old Shawneetown	IL	37.6971	-88.1387	56	America/Chicago
Big Lake	MO	40.0735	-95.3518	17	America/Chicago
Pisek	ND	48.3107	-97.7104	144.6	America/Chicago
Belle Prairie City	IL	38.2235	-88.5556	66	America/Chicago
False Pass	AK	54.8416	-163.348	24.7	America/Nome
Russellville	IL	38.8189	-87.53	72	America/Chicago
Church Creek	MD	38.5036	-76.1531	128	America/New_York
Ionia	MO	38.5037	-93.3236	100	America/Chicago
Chalybeate	MS	34.9319	-88.8703	37	America/Chicago
Franklin	AZ	32.677	-109.072	28	America/Phoenix
Mercer	ND	47.4905	-100.7104	90.1	America/Chicago
Ideal	SD	43.54	-99.9218	57	America/Chicago
Gold Mountain	CA	39.7613	-120.5191	4	America/Los_Angeles
Clayton	KS	39.7369	-100.1765	68	America/Chicago
Branson	CO	37.0155	-103.8838	65.2	America/Denver
Omaha	AR	36.4583	-93.191	74	America/Chicago
Harrisburg	NE	41.5505	-103.7267	4	America/Denver
Lowndesboro	AL	32.2764	-86.6108	36	America/Chicago
Otter Lake	NY	43.5942	-75.1159	61	America/New_York
Dunning	NE	41.8272	-100.1048	113.1	America/Chicago
Mahaska	KS	39.9873	-97.3537	108.2	America/Chicago
Rutledge	MO	40.3139	-92.0876	160.7	America/Chicago
Mountville	SC	34.3664	-81.9758	10	America/New_York
Mehan	OK	36.0457	-96.9401	41.7	America/Chicago
Angostura	SD	43.3192	-103.386	2	America/Denver
Ebro	MN	47.4942	-95.5411	33	America/Chicago
Gabbs	NV	38.8621	-117.933	19	America/Los_Angeles
Kickapoo Site 5	KS	39.6735	-95.6842	38	America/Chicago
Dickerson City	FL	30.4827	-87.0651	21	America/Chicago
Paac Ciinak	WI	44.8579	-89.155	28	America/Chicago
Columbus	ND	48.905	-102.7812	141.6	America/Chicago
Lumber Bridge	NC	34.8898	-79.0725	42	America/New_York
Easton	WI	43.8383	-89.8049	27	America/Chicago
Magnolia Beach	TX	28.5568	-96.5465	27	America/Chicago
Board Camp	AR	34.5369	-94.0887	9	America/Chicago
Port Alexander	AK	56.2346	-134.6532	8	America/Sitka
Burdick	KS	38.5589	-96.8472	28	America/Chicago
La Esperanza	TX	26.4313	-98.8923	294.3	America/Chicago
Luis Lopez	NM	33.9904	-106.8878	53	America/Denver
Watova	OK	36.6197	-95.6604	49	America/Chicago
Midway Colony	MT	48.067	-111.9935	54	America/Denver
Youngsville	NM	36.1928	-106.566	32	America/Denver
Kopperl	TX	32.07	-97.4991	52	America/Chicago
Brady	MT	48.0279	-111.8441	9	America/Denver
Blairstown	MO	38.558	-93.9578	72.4	America/Chicago
Mentor	KS	38.7407	-97.5979	73	America/Chicago
Osaka	VA	36.9514	-82.8144	66	America/New_York
Hornitos	CA	37.5026	-120.2388	24	America/Los_Angeles
Foster	MO	38.1664	-94.5079	60	America/Chicago
Green Bank	WV	38.4267	-79.8343	8	America/New_York
Willow Creek	AK	61.8336	-145.1836	0	America/Anchorage
Shelocta	PA	40.6573	-79.3015	166.4	America/New_York
Adamsville	PA	41.5111	-80.3716	72	America/New_York
Millard	MO	40.1075	-92.546	87.7	America/Chicago
Oakville	CA	38.4383	-122.4067	21	America/Los_Angeles
Klahr	PA	40.2979	-78.5129	54.6	America/New_York
Fairview	OH	40.0573	-81.235	71	America/New_York
Woodruff	AZ	34.7843	-110.0366	4	America/Phoenix
Mound City	SD	45.7262	-100.0688	54	America/Chicago
Primrose	NE	41.6238	-98.2377	26.5	America/Chicago
Big Creek	WV	38.0054	-82.0361	49	America/New_York
Frankstown	PA	40.4444	-78.3558	71.2	America/New_York
High Amana	IA	41.8011	-91.9418	39.3	America/Chicago
Trosky	MN	43.8884	-96.2509	20	America/Chicago
Wasta	SD	44.0696	-102.4464	142.5	America/Denver
Blacksville	WV	39.7175	-80.2146	244.9	America/New_York
Sprague	NE	40.6266	-96.7446	234.4	America/Chicago
Waumandee	WI	44.3024	-91.7051	109.3	America/Chicago
Leslie	MO	38.418	-91.2309	170.9	America/Chicago
Paoli	CO	40.6128	-102.4718	48.5	America/Denver
Stanchfield	MN	45.6656	-93.1831	38	America/Chicago
Tuskahoma	OK	34.6272	-95.2779	12	America/Chicago
Smith Village	OK	35.4508	-97.457	2118.6	America/Chicago
Sattley	CA	39.6265	-120.4357	13	America/Los_Angeles
Kildare	OK	36.8085	-97.0499	38.5	America/Chicago
Luray	SC	32.8142	-81.2403	27	America/New_York
Cushing	NE	41.2949	-98.3693	34.8	America/Chicago
Morningside	SD	44.3663	-98.1836	54	America/Chicago
McCaskill	AR	33.9187	-93.6417	38	America/Chicago
Spruce Pine	AL	34.3928	-87.7294	30	America/Chicago
Summit Lake	WI	45.3759	-89.2044	35	America/Chicago
Riverton	NE	40.0897	-98.7597	71	America/Chicago
Yarmouth	IA	41.0245	-91.322	16	America/Chicago
Bisbee	ND	48.6272	-99.3788	109.1	America/Chicago
Pettibone	ND	47.117	-99.5208	105.7	America/Chicago
Barstow	IL	41.5162	-90.3566	105.2	America/Chicago
Oral	SD	43.41	-103.2648	16	America/Denver
